Dwelling Type;Climate Zone;Construction Period;Size Factor;Heating System;Initial Age;Headcount
CID;H2;3;L;EHP2;4;0
CID;H2;3;L;EHP2;5;0
CID;H2;3;L;EHP2;6;0
CID;H2;3;L;EHP2;7;0
CID;H2;3;L;EHP2;8;0
CID;H2;3;L;EHP2;9;0
CID;H2;3;L;EHP2;10;0
CID;H2;3;L;EHP2;11;0
CID;H2;3;L;EHP2;12;0
CID;H2;3;L;EHP2;13;0
CID;H2;3;L;EHP2;14;0
CID;H2;3;L;EHP2;15;0
CID;H2;3;L;EHP2;16;0
CID;H2;3;L;EHP2;17;0
CID;H2;3;L;EHP2;18;0
CID;H2;3;L;EHP2;19;0
CID;H2;3;L;WB;0;0
CID;H2;3;L;WB;1;0
CID;H2;3;L;WB;2;0
CID;H2;3;L;WB;3;0
CID;H2;3;L;WB;4;0
CID;H2;3;L;WB;5;0
CID;H2;3;L;WB;6;0
CID;H2;3;L;WB;7;0
CID;H2;3;L;WB;8;0
CID;H2;3;L;WB;9;0
CID;H2;3;L;WB;10;0
CID;H2;3;L;WB;11;0
CID;H2;3;L;WB;12;0
CID;H2;3;L;WB;13;0
CID;H2;3;L;WB;14;0
CID;H2;3;L;WB;15;0
CID;H2;3;L;WB;16;0
CID;H2;3;L;WB;17;0
CID;H2;3;L;WB;18;0
CID;H2;3;L;WB;19;0
CID;H2;3;L;WPB;0;0
CID;H2;3;L;WPB;1;0
CID;H2;3;L;WPB;2;0
CID;H2;3;L;WPB;3;0
CID;H2;3;L;WPB;4;0
CID;H2;3;L;WPB;5;0
CID;H2;3;L;WPB;6;0
CID;H2;3;L;WPB;7;0
CID;H2;3;L;WPB;8;0
CID;H2;3;L;WPB;9;0
CID;H2;3;L;WPB;10;0
CID;H2;3;L;WPB;11;0
CID;H2;3;L;WPB;12;0
CID;H2;3;L;WPB;13;0
CID;H2;3;L;WPB;14;0
CID;H2;3;L;WPB;15;0
CID;H2;3;L;WPB;16;0
CID;H2;3;L;WPB;17;0
CID;H2;3;L;WPB;18;0
CID;H2;3;L;WPB;19;0
CID;H2;3;L;EHP;0;0
CID;H2;3;L;EHP;1;0
CID;H2;3;L;EHP;2;0
CID;H2;3;L;EHP;3;0
CID;H2;3;L;EHP;4;0
CID;H2;3;L;EHP;5;0
CID;H2;3;L;EHP;6;0
CID;H2;3;L;EHP;7;0
CID;H2;3;L;EHP;8;0
CID;H2;3;L;EHP;9;0
CID;H2;3;L;EHP;10;0
CID;H2;3;L;EHP;11;0
CID;H2;3;L;EHP;12;0
CID;H2;3;L;EHP;13;0
CID;H2;3;L;EHP;14;0
CID;H2;3;L;EHP;15;0
CID;H2;3;L;EHP;16;0
CID;H2;3;L;EHP;17;0
CID;H2;3;L;EHP;18;0
CID;H2;3;L;EHP;19;0
CID;H2;4;M;ER;0;529
CID;H2;4;M;ER;1;529
CID;H2;4;M;ER;2;529
CID;H2;4;M;ER;3;529
CID;H2;4;M;ER;4;529
CID;H2;4;M;ER;5;529
CID;H2;4;M;ER;6;529
CID;H2;4;M;ER;7;529
CID;H2;4;M;ER;8;529
CID;H2;4;M;ER;9;529
CID;H2;4;M;ER;10;1588
CID;H2;4;M;ER;11;1588
CID;H2;4;M;ER;12;1588
CID;H2;4;M;ER;13;1588
CID;H2;4;M;ER;14;1588
CID;H2;4;M;ER;15;1588
CID;H2;4;M;ER;16;1588
CID;H2;4;M;ER;17;1588
CID;H2;4;M;ER;18;1588
CID;H2;4;M;ER;19;1588
CID;H2;4;M;GB;0;377
CID;H2;4;M;GB;1;377
CID;H2;4;M;GB;2;377
CID;H2;4;M;GB;3;377
CID;H2;4;M;GB;4;377
CID;H2;4;M;GB;5;566
CID;H2;4;M;GB;6;566
CID;H2;4;M;GB;7;566
CID;H2;4;M;GB;8;566
CID;H2;4;M;GB;9;566
CID;H2;4;M;GB;10;1414
CID;H2;4;M;GB;11;1414
CID;H2;4;M;GB;12;1414
CID;H2;4;M;GB;13;1414
CID;H2;4;M;GB;14;1414
CID;H2;4;M;GB;15;1414
CID;H2;4;M;GB;16;1414
CID;H2;4;M;GB;17;1414
CID;H2;4;M;GB;18;1414
CID;H2;4;M;GB;19;1414
CID;H2;4;M;CGB;0;471
CID;H2;4;M;CGB;1;471
CID;H2;4;M;CGB;2;471
CID;H2;4;M;CGB;3;471
CID;H2;4;M;CGB;4;471
CID;H2;4;M;CGB;5;330
CID;H2;4;M;CGB;6;330
CID;H2;4;M;CGB;7;330
CID;H2;4;M;CGB;8;330
CID;H2;4;M;CGB;9;330
CID;H2;4;M;CGB;10;141
CID;H2;4;M;CGB;11;141
CID;H2;4;M;CGB;12;141
CID;H2;4;M;CGB;13;141
CID;H2;4;M;CGB;14;141
CID;H2;4;M;CGB;15;0
CID;H2;4;M;CGB;16;0
CID;H2;4;M;CGB;17;0
CID;H2;4;M;CGB;18;0
CID;H2;4;M;CGB;19;0
CID;H2;4;M;OB;0;0
CID;H2;4;M;OB;1;0
CID;H2;4;M;OB;2;0
CID;H2;4;M;OB;3;0
CID;H2;4;M;OB;4;0
CID;H2;4;M;OB;5;1
CID;H2;4;M;OB;6;1
CID;H2;4;M;OB;7;1
CID;H2;4;M;OB;8;1
CID;H2;4;M;OB;9;1
CID;H2;4;M;OB;10;2
CID;H2;4;M;OB;11;2
CID;H2;4;M;OB;12;2
CID;H2;4;M;OB;13;2
CID;H2;4;M;OB;14;2
CID;H2;4;M;OB;15;3
CID;H2;4;M;OB;16;3
CID;H2;4;M;OB;17;3
CID;H2;4;M;OB;18;3
CID;H2;4;M;OB;19;3
CID;H2;4;M;COB;0;1
CID;H2;4;M;COB;1;1
CID;H2;4;M;COB;2;1
CID;H2;4;M;COB;3;1
CID;H2;4;M;COB;4;1
CID;H2;4;M;COB;5;1
CID;H2;4;M;COB;6;1
CID;H2;4;M;COB;7;1
CID;H2;4;M;COB;8;1
CID;H2;4;M;COB;9;1
CID;H2;4;M;COB;10;0
CID;H2;4;M;COB;11;0
CID;H2;4;M;COB;12;0
CID;H2;4;M;COB;13;0
CID;H2;4;M;COB;14;0
CID;H2;4;M;COB;15;0
CID;H2;4;M;COB;16;0
CID;H2;4;M;COB;17;0
CID;H2;4;M;COB;18;0
CID;H2;4;M;COB;19;0
CID;H2;4;M;EHP2;0;0
CID;H2;4;M;EHP2;1;0
CID;H2;4;M;EHP2;2;0
CID;H2;4;M;EHP2;3;0
CID;H2;4;M;EHP2;4;0
CID;H2;4;M;EHP2;5;0
CID;H2;4;M;EHP2;6;0
CID;H2;4;M;EHP2;7;0
CID;H2;4;M;EHP2;8;0
CID;H2;4;M;EHP2;9;0
CID;H2;4;M;EHP2;10;0
CID;H2;4;M;EHP2;11;0
CID;H2;4;M;EHP2;12;0
CID;H2;4;M;EHP2;13;0
CID;H2;4;M;EHP2;14;0
CID;H2;4;M;EHP2;15;0
CID;H2;4;M;EHP2;16;0
CID;H2;4;M;EHP2;17;0
CID;H2;4;M;EHP2;18;0
CID;H2;4;M;EHP2;19;0
CID;H2;4;M;WB;0;0
CID;H2;4;M;WB;1;0
CID;H2;4;M;WB;2;0
CID;H2;4;M;WB;3;0
CID;H2;4;M;WB;4;0
CID;H2;4;M;WB;5;0
CID;H2;4;M;WB;6;0
CID;H2;4;M;WB;7;0
CID;H2;4;M;WB;8;0
CID;H2;4;M;WB;9;0
CID;H2;4;M;WB;10;0
CID;H2;4;M;WB;11;0
CID;H2;4;M;WB;12;0
CID;H2;4;M;WB;13;0
CID;H2;4;M;WB;14;0
CID;H2;4;M;WB;15;0
CID;H2;4;M;WB;16;0
CID;H2;4;M;WB;17;0
CID;H2;4;M;WB;18;0
CID;H2;4;M;WB;19;0
CID;H2;4;M;WPB;0;0
CID;H2;4;M;WPB;1;0
CID;H2;4;M;WPB;2;0
CID;H2;4;M;WPB;3;0
CID;H2;4;M;WPB;4;0
CID;H2;4;M;WPB;5;0
CID;H2;4;M;WPB;6;0
CID;H2;4;M;WPB;7;0
CID;H2;4;M;WPB;8;0
CID;H2;4;M;WPB;9;0
CID;H2;4;M;WPB;10;0
CID;H2;4;M;WPB;11;0
CID;H2;4;M;WPB;12;0
CID;H2;4;M;WPB;13;0
CID;H2;4;M;WPB;14;0
CID;H2;4;M;WPB;15;0
CID;H2;4;M;WPB;16;0
CID;H2;4;M;WPB;17;0
CID;H2;4;M;WPB;18;0
CID;H2;4;M;WPB;19;0
CID;H2;4;M;EHP;0;0
CID;H2;4;M;EHP;1;0
CID;H2;4;M;EHP;2;0
CID;H2;4;M;EHP;3;0
CID;H2;4;M;EHP;4;0
CID;H2;4;M;EHP;5;0
CID;H2;4;M;EHP;6;0
CID;H2;4;M;EHP;7;0
CID;H2;4;M;EHP;8;0
CID;H2;4;M;EHP;9;0
CID;H2;4;M;EHP;10;0
CID;H2;4;M;EHP;11;0
CID;H2;4;M;EHP;12;0
CID;H2;4;M;EHP;13;0
CID;H2;4;M;EHP;14;0
CID;H2;4;M;EHP;15;0
CID;H2;4;M;EHP;16;0
CID;H2;4;M;EHP;17;0
CID;H2;4;M;EHP;18;0
CID;H2;4;M;EHP;19;0
CID;H2;4;S;ER;0;265
CID;H2;4;S;ER;1;265
CID;H2;4;S;ER;2;265
CID;H2;4;S;ER;3;265
CID;H2;4;S;ER;4;265
CID;H2;4;S;ER;5;265
CID;H2;4;S;ER;6;265
CID;H2;4;S;ER;7;265
CID;H2;4;S;ER;8;265
CID;H2;4;S;ER;9;265
CID;H2;4;S;ER;10;794
CID;H2;4;S;ER;11;794
CID;H2;4;S;ER;12;794
CID;H2;4;S;ER;13;794
CID;H2;4;S;ER;14;794
CID;H2;4;S;ER;15;794
CID;H2;4;S;ER;16;794
CID;H2;4;S;ER;17;794
CID;H2;4;S;ER;18;794
CID;H2;4;S;ER;19;794
CID;H2;4;S;GB;0;189
CID;H2;4;S;GB;1;189
CID;H2;4;S;GB;2;189
CID;H2;4;S;GB;3;189
CID;H2;4;S;GB;4;189
CID;H2;4;S;GB;5;283
CID;H2;4;S;GB;6;283
CID;H2;4;S;GB;7;283
CID;H2;4;S;GB;8;283
CID;H2;4;S;GB;9;283
CID;H2;4;S;GB;10;707
CID;H2;4;S;GB;11;707
CID;H2;4;S;GB;12;707
CID;H2;4;S;GB;13;707
CID;H2;4;S;GB;14;707
CID;H2;4;S;GB;15;707
CID;H2;4;S;GB;16;707
CID;H2;4;S;GB;17;707
CID;H2;4;S;GB;18;707
CID;H2;4;S;GB;19;707
CID;H2;4;S;CGB;0;236
CID;H2;4;S;CGB;1;236
CID;H2;4;S;CGB;2;236
CID;H2;4;S;CGB;3;236
CID;H2;4;S;CGB;4;236
CID;H2;4;S;CGB;5;165
CID;H2;4;S;CGB;6;165
CID;H2;4;S;CGB;7;165
CID;H2;4;S;CGB;8;165
CID;H2;4;S;CGB;9;165
CID;H2;4;S;CGB;10;71
CID;H2;4;S;CGB;11;71
CID;H2;4;S;CGB;12;71
CID;H2;4;S;CGB;13;71
CID;H2;4;S;CGB;14;71
CID;H2;4;S;CGB;15;0
CID;H2;4;S;CGB;16;0
CID;H2;4;S;CGB;17;0
CID;H2;4;S;CGB;18;0
CID;H2;4;S;CGB;19;0
CID;H2;4;S;OB;0;0
CID;H2;4;S;OB;1;0
CID;H2;4;S;OB;2;0
CID;H2;4;S;OB;3;0
CID;H2;4;S;OB;4;0
CID;H2;4;S;OB;5;0
CID;H2;4;S;OB;6;0
CID;H2;4;S;OB;7;0
CID;H2;4;S;OB;8;0
CID;H2;4;S;OB;9;0
CID;H2;4;S;OB;10;1
CID;H2;4;S;OB;11;1
CID;H2;4;S;OB;12;1
CID;H2;4;S;OB;13;1
CID;H2;4;S;OB;14;1
CID;H2;4;S;OB;15;1
CID;H2;4;S;OB;16;1
CID;H2;4;S;OB;17;1
CID;H2;4;S;OB;18;1
CID;H2;4;S;OB;19;1
CID;H2;4;S;COB;0;0
CID;H2;4;S;COB;1;0
CID;H2;4;S;COB;2;0
CID;H2;4;S;COB;3;0
CID;H2;4;S;COB;4;0
CID;H2;4;S;COB;5;0
CID;H2;4;S;COB;6;0
CID;H2;4;S;COB;7;0
CID;H2;4;S;COB;8;0
CID;H2;4;S;COB;9;0
CID;H2;4;S;COB;10;0
CID;H2;4;S;COB;11;0
CID;H2;4;S;COB;12;0
CID;H2;4;S;COB;13;0
CID;H2;4;S;COB;14;0
CID;H2;4;S;COB;15;0
CID;H2;4;S;COB;16;0
CID;H2;4;S;COB;17;0
CID;H2;4;S;COB;18;0
CID;H2;4;S;COB;19;0
CID;H2;4;S;EHP2;0;0
CID;H2;4;S;EHP2;1;0
CID;H2;4;S;EHP2;2;0
CID;H2;4;S;EHP2;3;0
CID;H2;4;S;EHP2;4;0
CID;H2;4;S;EHP2;5;0
CID;H2;4;S;EHP2;6;0
CID;H2;4;S;EHP2;7;0
CID;H2;4;S;EHP2;8;0
CID;H2;4;S;EHP2;9;0
CID;H2;4;S;EHP2;10;0
CID;H2;4;S;EHP2;11;0
CID;H2;4;S;EHP2;12;0
CID;H2;4;S;EHP2;13;0
CID;H2;4;S;EHP2;14;0
CID;H2;4;S;EHP2;15;0
CID;H2;4;S;EHP2;16;0
CID;H2;4;S;EHP2;17;0
CID;H2;4;S;EHP2;18;0
CID;H2;4;S;EHP2;19;0
CID;H2;4;S;WB;0;0
CID;H2;4;S;WB;1;0
CID;H2;4;S;WB;2;0
CID;H2;4;S;WB;3;0
CID;H2;4;S;WB;4;0
CID;H2;4;S;WB;5;0
CID;H2;4;S;WB;6;0
CID;H2;4;S;WB;7;0
CID;H2;4;S;WB;8;0
CID;H2;4;S;WB;9;0
CID;H2;4;S;WB;10;0
CID;H2;4;S;WB;11;0
CID;H2;4;S;WB;12;0
CID;H2;4;S;WB;13;0
CID;H2;4;S;WB;14;0
CID;H2;4;S;WB;15;0
CID;H2;4;S;WB;16;0
CID;H2;4;S;WB;17;0
CID;H2;4;S;WB;18;0
CID;H2;4;S;WB;19;0
CID;H2;4;S;WPB;0;0
CID;H2;4;S;WPB;1;0
CID;H2;4;S;WPB;2;0
CID;H2;4;S;WPB;3;0
CID;H2;4;S;WPB;4;0
CID;H2;4;S;WPB;5;0
CID;H2;4;S;WPB;6;0
CID;H2;4;S;WPB;7;0
CID;H2;4;S;WPB;8;0
CID;H2;4;S;WPB;9;0
CID;H2;4;S;WPB;10;0
CID;H2;4;S;WPB;11;0
CID;H2;4;S;WPB;12;0
CID;H2;4;S;WPB;13;0
CID;H2;4;S;WPB;14;0
CID;H2;4;S;WPB;15;0
CID;H2;4;S;WPB;16;0
CID;H2;4;S;WPB;17;0
CID;H2;4;S;WPB;18;0
CID;H2;4;S;WPB;19;0
CID;H2;4;S;EHP;0;0
CID;H2;4;S;EHP;1;0
CID;H2;4;S;EHP;2;0
CID;H2;4;S;EHP;3;0
CID;H2;4;S;EHP;4;0
CID;H2;4;S;EHP;5;0
CID;H2;4;S;EHP;6;0
CID;H2;4;S;EHP;7;0
CID;H2;4;S;EHP;8;0
CID;H2;4;S;EHP;9;0
CID;H2;4;S;EHP;10;0
CID;H2;4;S;EHP;11;0
CID;H2;4;S;EHP;12;0
CID;H2;4;S;EHP;13;0
CID;H2;4;S;EHP;14;0
CID;H2;4;S;EHP;15;0
CID;H2;4;S;EHP;16;0
CID;H2;4;S;EHP;17;0
CID;H2;4;S;EHP;18;0
CID;H2;4;S;EHP;19;0
CID;H2;4;L;ER;0;265
CID;H2;4;L;ER;1;265
CID;H2;4;L;ER;2;265
CID;H2;4;L;ER;3;265
CID;H2;4;L;ER;4;265
CID;H2;4;L;ER;5;265
CID;H2;4;L;ER;6;265
CID;H2;4;L;ER;7;265
CID;H2;4;L;ER;8;265
CID;H2;4;L;ER;9;265
CID;H2;4;L;ER;10;794
CID;H2;4;L;ER;11;794
CID;H2;4;L;ER;12;794
CID;H2;4;L;ER;13;794
CID;H2;4;L;ER;14;794
CID;H2;4;L;ER;15;794
CID;H2;4;L;ER;16;794
CID;H2;4;L;ER;17;794
CID;H2;4;L;ER;18;794
CID;H2;4;L;ER;19;794
CID;H2;4;L;GB;0;188
CID;H2;4;L;GB;1;188
CID;H2;4;L;GB;2;188
CID;H2;4;L;GB;3;188
CID;H2;4;L;GB;4;188
CID;H2;4;L;GB;5;281
CID;H2;4;L;GB;6;281
CID;H2;4;L;GB;7;281
CID;H2;4;L;GB;8;281
CID;H2;4;L;GB;9;281
CID;H2;4;L;GB;10;703
CID;H2;4;L;GB;11;703
CID;H2;4;L;GB;12;703
CID;H2;4;L;GB;13;703
CID;H2;4;L;GB;14;703
CID;H2;4;L;GB;15;703
CID;H2;4;L;GB;16;703
CID;H2;4;L;GB;17;703
CID;H2;4;L;GB;18;703
CID;H2;4;L;GB;19;703
CID;H2;4;L;CGB;0;234
CID;H2;4;L;CGB;1;234
CID;H2;4;L;CGB;2;234
CID;H2;4;L;CGB;3;234
CID;H2;4;L;CGB;4;234
CID;H2;4;L;CGB;5;164
CID;H2;4;L;CGB;6;164
CID;H2;4;L;CGB;7;164
CID;H2;4;L;CGB;8;164
CID;H2;4;L;CGB;9;164
CID;H2;4;L;CGB;10;70
CID;H2;4;L;CGB;11;70
CID;H2;4;L;CGB;12;70
CID;H2;4;L;CGB;13;70
CID;H2;4;L;CGB;14;70
CID;H2;4;L;CGB;15;0
CID;H2;4;L;CGB;16;0
CID;H2;4;L;CGB;17;0
CID;H2;4;L;CGB;18;0
CID;H2;4;L;CGB;19;0
CID;H2;4;L;OB;0;1
CID;H2;4;L;OB;1;1
CID;H2;4;L;OB;2;1
CID;H2;4;L;OB;3;1
CID;H2;4;L;OB;4;1
CID;H2;4;L;OB;5;2
CID;H2;4;L;OB;6;2
CID;H2;4;L;OB;7;2
CID;H2;4;L;OB;8;2
CID;H2;4;L;OB;9;2
CID;H2;4;L;OB;10;4
CID;H2;4;L;OB;11;4
CID;H2;4;L;OB;12;4
CID;H2;4;L;OB;13;4
CID;H2;4;L;OB;14;4
CID;H2;4;L;OB;15;7
CID;H2;4;L;OB;16;7
CID;H2;4;L;OB;17;7
CID;H2;4;L;OB;18;7
CID;H2;4;L;OB;19;7
CID;H2;4;L;COB;0;2
CID;H2;4;L;COB;1;2
CID;H2;4;L;COB;2;2
CID;H2;4;L;COB;3;2
CID;H2;4;L;COB;4;2
CID;H2;4;L;COB;5;1
CID;H2;4;L;COB;6;1
CID;H2;4;L;COB;7;1
CID;H2;4;L;COB;8;1
CID;H2;4;L;COB;9;1
CID;H2;4;L;COB;10;0
CID;H2;4;L;COB;11;0
CID;H2;4;L;COB;12;0
CID;H2;4;L;COB;13;0
CID;H2;4;L;COB;14;0
CID;H2;4;L;COB;15;0
CID;H2;4;L;COB;16;0
CID;H2;4;L;COB;17;0
CID;H2;4;L;COB;18;0
CID;H2;4;L;COB;19;0
CID;H2;4;L;EHP2;0;0
CID;H2;4;L;EHP2;1;0
CID;H2;4;L;EHP2;2;0
CID;H2;4;L;EHP2;3;0
CID;H2;4;L;EHP2;4;0
CID;H2;4;L;EHP2;5;0
CID;H2;4;L;EHP2;6;0
CID;H2;4;L;EHP2;7;0
CID;H2;4;L;EHP2;8;0
CID;H2;4;L;EHP2;9;0
CID;H2;4;L;EHP2;10;0
CID;H2;4;L;EHP2;11;0
CID;H2;4;L;EHP2;12;0
CID;H2;4;L;EHP2;13;0
CID;H2;4;L;EHP2;14;0
CID;H2;4;L;EHP2;15;0
CID;H2;4;L;EHP2;16;0
CID;H2;4;L;EHP2;17;0
CID;H2;4;L;EHP2;18;0
CID;H2;4;L;EHP2;19;0
CID;H2;4;L;WB;0;0
CID;H2;4;L;WB;1;0
CID;H2;4;L;WB;2;0
CID;H2;4;L;WB;3;0
CID;H2;4;L;WB;4;0
CID;H2;4;L;WB;5;0
CID;H2;4;L;WB;6;0
CID;H2;4;L;WB;7;0
CID;H2;4;L;WB;8;0
CID;H2;4;L;WB;9;0
CID;H2;4;L;WB;10;0
CID;H2;4;L;WB;11;0
CID;H2;4;L;WB;12;0
CID;H2;4;L;WB;13;0
CID;H2;4;L;WB;14;0
CID;H2;4;L;WB;15;0
CID;H2;4;L;WB;16;0
CID;H2;4;L;WB;17;0
CID;H2;4;L;WB;18;0
CID;H2;4;L;WB;19;0
CID;H2;4;L;WPB;0;0
CID;H2;4;L;WPB;1;0
CID;H2;4;L;WPB;2;0
CID;H2;4;L;WPB;3;0
CID;H2;4;L;WPB;4;0
CID;H2;4;L;WPB;5;0
CID;H2;4;L;WPB;6;0
CID;H2;4;L;WPB;7;0
CID;H2;4;L;WPB;8;0
CID;H2;4;L;WPB;9;0
CID;H2;4;L;WPB;10;0
CID;H2;4;L;WPB;11;0
CID;H2;4;L;WPB;12;0
CID;H2;4;L;WPB;13;0
CID;H2;4;L;WPB;14;0
CID;H2;4;L;WPB;15;0
CID;H2;4;L;WPB;16;0
CID;H2;4;L;WPB;17;0
CID;H2;4;L;WPB;18;0
CID;H2;4;L;WPB;19;0
CID;H2;4;L;EHP;0;0
CID;H2;4;L;EHP;1;0
CID;H2;4;L;EHP;2;0
CID;H2;4;L;EHP;3;0
CID;H2;4;L;EHP;4;0
CID;H2;4;L;EHP;5;0
CID;H2;4;L;EHP;6;0
CID;H2;4;L;EHP;7;0
CID;H2;4;L;EHP;8;0
CID;H2;4;L;EHP;9;0
CID;H2;4;L;EHP;10;0
CID;H2;4;L;EHP;11;0
CID;H2;4;L;EHP;12;0
CID;H2;4;L;EHP;13;0
CID;H2;4;L;EHP;14;0
CID;H2;4;L;EHP;15;0
CID;H2;4;L;EHP;16;0
CID;H2;4;L;EHP;17;0
CID;H2;4;L;EHP;18;0
CID;H2;4;L;EHP;19;0
CID;H2;5;M;ER;0;1534
CID;H2;5;M;ER;1;1534
CID;H2;5;M;ER;2;1534
CID;H2;5;M;ER;3;1534
CID;H2;5;M;ER;4;1534
CID;H2;5;M;ER;5;1534
CID;H2;5;M;ER;6;1534
CID;H2;5;M;ER;7;1534
CID;H2;5;M;ER;8;1534
CID;H2;5;M;ER;9;1534
CID;H2;5;M;ER;10;4601
CID;H2;5;M;ER;11;4601
CID;H2;5;M;ER;12;4601
CID;H2;5;M;ER;13;4601
CID;H2;5;M;ER;14;4601
CID;H2;5;M;ER;15;4601
CID;H2;5;M;ER;16;4601
CID;H2;5;M;ER;17;4601
CID;H2;5;M;ER;18;4601
CID;H2;5;M;ER;19;4601
CID;H2;5;M;GB;0;835
CID;H2;5;M;GB;1;835
CID;H2;5;M;GB;2;835
CID;H2;5;M;GB;3;835
CID;H2;5;M;GB;4;835
CID;H2;5;M;GB;5;1252
CID;H2;5;M;GB;6;1252
CID;H2;5;M;GB;7;1252
CID;H2;5;M;GB;8;1252
CID;H2;5;M;GB;9;1252
CID;H2;5;M;GB;10;3130
CID;H2;5;M;GB;11;3130
CID;H2;5;M;GB;12;3130
CID;H2;5;M;GB;13;3130
CID;H2;5;M;GB;14;3130
CID;H2;5;M;GB;15;3130
CID;H2;5;M;GB;16;3130
CID;H2;5;M;GB;17;3130
CID;H2;5;M;GB;18;3130
CID;H2;5;M;GB;19;3130
CID;H2;5;M;CGB;0;1043
CID;H2;5;M;CGB;1;1043
CID;H2;5;M;CGB;2;1043
CID;H2;5;M;CGB;3;1043
CID;H2;5;M;CGB;4;1043
CID;H2;5;M;CGB;5;730
CID;H2;5;M;CGB;6;730
CID;H2;5;M;CGB;7;730
CID;H2;5;M;CGB;8;730
CID;H2;5;M;CGB;9;730
CID;H2;5;M;CGB;10;313
CID;H2;5;M;CGB;11;313
CID;H2;5;M;CGB;12;313
CID;H2;5;M;CGB;13;313
CID;H2;5;M;CGB;14;313
CID;H2;5;M;CGB;15;0
CID;H2;5;M;CGB;16;0
CID;H2;5;M;CGB;17;0
CID;H2;5;M;CGB;18;0
CID;H2;5;M;CGB;19;0
CID;H2;5;M;OB;0;3
CID;H2;5;M;OB;1;3
CID;H2;5;M;OB;2;3
CID;H2;5;M;OB;3;3
CID;H2;5;M;OB;4;3
CID;H2;5;M;OB;5;7
CID;H2;5;M;OB;6;7
CID;H2;5;M;OB;7;7
CID;H2;5;M;OB;8;7
CID;H2;5;M;OB;9;7
CID;H2;5;M;OB;10;18
CID;H2;5;M;OB;11;18
CID;H2;5;M;OB;12;18
CID;H2;5;M;OB;13;18
CID;H2;5;M;OB;14;18
CID;H2;5;M;OB;15;28
CID;H2;5;M;OB;16;28
CID;H2;5;M;OB;17;28
CID;H2;5;M;OB;18;28
CID;H2;5;M;OB;19;28
CID;H2;5;M;COB;0;7
CID;H2;5;M;COB;1;7
CID;H2;5;M;COB;2;7
CID;H2;5;M;COB;3;7
CID;H2;5;M;COB;4;7
CID;H2;5;M;COB;5;5
CID;H2;5;M;COB;6;5
CID;H2;5;M;COB;7;5
CID;H2;5;M;COB;8;5
CID;H2;5;M;COB;9;5
CID;H2;5;M;COB;10;2
CID;H2;5;M;COB;11;2
CID;H2;5;M;COB;12;2
CID;H2;5;M;COB;13;2
CID;H2;5;M;COB;14;2
CID;H2;5;M;COB;15;0
CID;H2;5;M;COB;16;0
CID;H2;5;M;COB;17;0
CID;H2;5;M;COB;18;0
CID;H2;5;M;COB;19;0
CID;H2;5;M;EHP2;0;4
CID;H2;5;M;EHP2;1;4
CID;H2;5;M;EHP2;2;4
CID;H2;5;M;EHP2;3;4
CID;H2;5;M;EHP2;4;4
CID;H2;5;M;EHP2;5;5
CID;H2;5;M;EHP2;6;5
CID;H2;5;M;EHP2;7;5
CID;H2;5;M;EHP2;8;5
CID;H2;5;M;EHP2;9;5
CID;H2;5;M;EHP2;10;4
CID;H2;5;M;EHP2;11;4
CID;H2;5;M;EHP2;12;4
CID;H2;5;M;EHP2;13;4
CID;H2;5;M;EHP2;14;4
CID;H2;5;M;EHP2;15;4
CID;H2;5;M;EHP2;16;4
CID;H2;5;M;EHP2;17;4
CID;H2;5;M;EHP2;18;4
CID;H2;5;M;EHP2;19;4
CID;H2;5;M;WB;0;0
CID;H2;5;M;WB;1;0
CID;H2;5;M;WB;2;0
CID;H2;5;M;WB;3;0
CID;H2;5;M;WB;4;0
CID;H2;5;M;WB;5;0
CID;H2;5;M;WB;6;0
CID;H2;5;M;WB;7;0
CID;H2;5;M;WB;8;0
CID;H2;5;M;WB;9;0
CID;H2;5;M;WB;10;0
CID;H2;5;M;WB;11;0
CID;H2;5;M;WB;12;0
CID;H2;5;M;WB;13;0
CID;H2;5;M;WB;14;0
CID;H2;5;M;WB;15;0
CID;H2;5;M;WB;16;0
CID;H2;5;M;WB;17;0
CID;H2;5;M;WB;18;0
CID;H2;5;M;WB;19;0
CID;H2;5;M;WPB;0;0
CID;H2;5;M;WPB;1;0
CID;H2;5;M;WPB;2;0
CID;H2;5;M;WPB;3;0
CID;H2;5;M;WPB;4;0
CID;H2;5;M;WPB;5;0
CID;H2;5;M;WPB;6;0
CID;H2;5;M;WPB;7;0
CID;H2;5;M;WPB;8;0
CID;H2;5;M;WPB;9;0
CID;H2;5;M;WPB;10;0
CID;H2;5;M;WPB;11;0
CID;H2;5;M;WPB;12;0
CID;H2;5;M;WPB;13;0
CID;H2;5;M;WPB;14;0
CID;H2;5;M;WPB;15;0
CID;H2;5;M;WPB;16;0
CID;H2;5;M;WPB;17;0
CID;H2;5;M;WPB;18;0
CID;H2;5;M;WPB;19;0
CID;H2;5;M;EHP;0;35
CID;H2;5;M;EHP;1;35
CID;H2;5;M;EHP;2;35
CID;H2;5;M;EHP;3;35
CID;H2;5;M;EHP;4;35
CID;H2;5;M;EHP;5;14
CID;H2;5;M;EHP;6;14
CID;H2;5;M;EHP;7;14
CID;H2;5;M;EHP;8;14
CID;H2;5;M;EHP;9;14
CID;H2;5;M;EHP;10;0
CID;H2;5;M;EHP;11;0
CID;H2;5;M;EHP;12;0
CID;H2;5;M;EHP;13;14
